,Price,Currency,Euro_Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days
4123,389000,EUR,225000,Hardtop,Jeanneau power boats,"Used boat,Diesel",2017,14.3,4.1,PVC,France,52
4124,389000,EUR,225000,Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2020,11.47,3.59,PVC,France,46
4125,389000,EUR,224916,Trawler,Altena power boats,Used boat,1999,14.99,4.85,Steel,Netherlands,118
4126,389000,EUR,224391,Motor Yacht,Prestige Yachts power boats,Used boat,2014,13.96,4.3,GRP,Netherlands,83
4127,389000,EUR,224200,Motor Yacht,Astondoa power boats,"Used boat,Diesel",2000,22.05,5.72,GRP,Italy,63
4129,389000,EUR,224000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2013,13.96,4.3,GRP,Germany,106
4130,389000,EUR,223129,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2019,11.56,3.5,GRP,Netherlands,113
4131,389000,EUR,220000,Flybridge,Azimut power boats,"Used boat,Diesel",2008,15.24,4.57,GRP,Croatia,59
4132,389000,EUR,220000,Flybridge,Fairline power boats,"Used boat,Diesel",2003,17.5,4.77,GRP,Greece,69
4134,2887500,DKK,220000,Flybridge,Astondoa power boats,"new boat from stock,Diesel",2011,13.18,4.11,GRP,Denmark,69
4135,388000,EUR,220000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2007,15.7,4.25,GRP,Croatia,41
4136,388000,EUR,220000,Catamaran,Fountaine Pajot power boats,"new boat from stock,Diesel",2017,11,5,GRP,Switzerland,277
4137,387000,EUR,220000,Trawler,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2019,11,3.96,PVC,Belgium,108
4140,385380,EUR,220000,Hardtop,Marex power boats,"new boat from stock,Diesel",2020,11.49,3.49,GRP,Switzerland,368
4142,385000,EUR,220000,Motor Yacht,Ferretti power boats,"Used boat,Diesel",2005,17.37,4.93,GRP,France,102
4143,385000,EUR,219900,Trawler,Linssen power boats,"Used boat,Diesel",2010,12.55,4.2,Steel,Netherlands,111
4144,385000,EUR,219500,Motor Yacht,Fairline power boats,"Used boat,Diesel",2008,15,4,GRP,Croatia,70
4145,385000,EUR,219500,Flybridge,Princess power boats,"Used boat,Diesel",2005,18.45,4.85,GRP,Portugal,101
4146,385000,EUR,219500,Motor Yacht,Sealine power boats,"Used boat,Diesel",2011,12.9,4.48,GRP,Germany,81
4147,385000,EUR,219500,Hardtop,Atlantis power boats,"Used boat,Diesel",2017,13.86,4.25,GRP,Croatia,39
4148,379000,EUR,219000,Motor Yacht,Princess power boats,Used boat,2004,20.33,5.08,GRP,Greece,107
4149,379000,EUR,219000,Flybridge,Azimut power boats,"Used boat,Diesel",2011,13.78,4.31,GRP,Croatia,93
4150,379000,EUR,219000,House Boat,Overblue power boats,"Used boat,Diesel",2016,14,4.2,PVC,France,113
4151,379000,EUR,219000,Trawler,Integrity power boats,"Used boat,Diesel",2020,12,3.96,GRP,Germany,74
4152,379000,EUR,219000,Flybridge,Integrity power boats,"Used boat,Diesel",2020,11.7,4.11,GRP,Germany,44
4153,379000,EUR,219000,Flybridge,Azimut power boats,"Used boat,Diesel",2005,17.51,4.75,GRP,Croatia,81
4154,379000,EUR,219000,Trawler,Treffer power boats,Used boat,2019,14.3,4.35,Steel,Netherlands,27
4155,379000,EUR,219000,Motor Yacht,Jeanneau power boats,"new boat from stock,Unleaded",2020,11.93,3.57,GRP,Germany,65
4156,379000,EUR,219000,Catamaran,Leopard power boats,"Used boat,Diesel",2016,13,6.72,GRP,Seychelles,88
4157,378609,EUR,219000,Motor Yacht,Cranchi power boats,"new boat from stock,Diesel",2019,11.7,3.53,GRP,Netherlands,73
4158,378000,EUR,219000,Flybridge,Fairline power boats,"Used boat,Diesel",2009,15.19,4.47,GRP,Croatia,51
4159,375000,EUR,219000,Flybridge,AICON Yachts power boats,"Used boat,Diesel",2008,17.4,4.9,GRP,Italy,122
4162,375000,EUR,219000,Motor Yacht,Princess power boats,"Used boat,Diesel",2008,16.36,4.47,GRP,Croatia,87
4164,375000,EUR,215000,Flybridge,Azimut power boats,"Used boat,Diesel",2006,16.7,4.75,GRP,Croatia,61
4165,375000,EUR,215000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2007,17.1,4.6,GRP,Spain,41
4166,375000,EUR,215000,Flybridge,Jeanneau power boats,"new boat from stock,Diesel",2019,11.43,3.84,GRP,Germany,110
4167,375000,EUR,215000,Flybridge,Azimut power boats,"Used boat,Diesel",2002,19.86,5.27,PVC,Spain,68
4170,375000,EUR,215000,Motor Yacht,Absolute power boats,"Used boat,Diesel",2008,16.8,4.65,GRP,Croatia,68
4171,375000,EUR,215000,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2019,11.56,3.45,GRP,Germany,157
4172,375000,EUR,215000,Motor Yacht,Fairline power boats,Used boat,2000,20.37,5.23,GRP,Netherlands,126
4173,375000,EUR,215000,"Flybridge,Motor Yacht",Sunseeker power boats,"Used boat,Diesel",2006,16.3,4.65,GRP,Germany,312
4174,375000,EUR,215000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2006,16.3,4.63,GRP,Croatia,87
4175,375000,EUR,215000,Trawler,Selene power boats,"Used boat,Diesel",2008,14.9,4.77,GRP,Morocco,135
4178,370000,EUR,215000,Motor Yacht,Windy power boats,"Used boat,Diesel",2006,17.83,4.54,GRP,Greece,113
4179,370000,EUR,215000,Offshore Boat,Magnum power boats,"Used boat,Diesel",1994,16.2,4.8,GRP,Greece,227
4180,369900,EUR,215000,Pilothouse,Jeanneau power boats,"new boat from stock,Diesel",2020,11.47,3.59,GRP,Germany,121
4181,369900,EUR,215000,Hardtop,Azimut power boats,"Used boat,Diesel",2009,16.68,4.5,GRP,Greece,106
4182,2749688,DKK,215000,Hardtop,Greenline power boats,"new boat from stock,Unleaded",2020,11.99,4.25,GRP,Denmark,88
4183,369000,EUR,215000,Motor Yacht,Fairline power boats,Used boat,1993,19.02,5.28,GRP,France,98
4184,369000,EUR,214900,Hardtop,Prestige Yachts power boats,Used boat,2013,15.2,4.5,GRP,Croatia,43
4185,369000,EUR,214000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2017,13.88,4.25,PVC,France,56
4186,369000,EUR,214000,Motor Yacht,Four Winns power boats,"new boat from stock,Unleaded",2020,11,3.9,GRP,Spain,111
4187,369000,EUR,214000,Flybridge,Galeon power boats,"Used boat,Diesel",2009,16,4.78,GRP,Spain,37
4189,369000,EUR,213900,Flybridge,Galeon power boats,"Used boat,Diesel",2009,16.26,4.78,GRP,Spain,75
4190,369000,EUR,213600,Motor Yacht,Linssen power boats,"Used boat,Diesel",2013,13.9,4.35,Steel,Germany,266
4191,368750,EUR,213000,Trawler,Linssen power boats,Used boat,2011,13.9,4.35,Steel,Netherlands,54
4193,368000,EUR,213000,Motor Yacht,Cantieri Estensi power boats,"Used boat,Diesel",2007,16.1,4.8,GRP,Italy,39
4194,335000,Â£,210000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2005,15.24,4.63,GRP,United state,140
4195,367000,EUR,210000,Catamaran,Lagoon power boats,"Used boat,Diesel",2013,13.72,7.62,GRP,Croatia,54
4196,365000,EUR,210000,Trawler,Linssen power boats,Used boat,2015,13.15,4.3,Steel,Netherlands,137
4197,365000,EUR,210000,Trawler,Linssen power boats,"Used boat,Diesel",2001,13.72,4.3,GRP,Germany,69
4198,365000,EUR,210000,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2008,15.54,4.36,GRP,Portugal,58
4200,365000,EUR,210000,Flybridge,Azimut power boats,"Used boat,Diesel",2006,17.51,4.75,GRP,Montenegro,28
4202,365000,EUR,210000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2017,13.88,4.25,PVC,France,126
4203,364570,EUR,210000,Hardtop,Sealine power boats,"new boat from stock,Diesel",2021,11.04,3.5,GRP,Switzerland,161
4204,390000,CHF,210000,"Classic,Motor Yacht",Riva power boats,"Used boat,Diesel",2008,9.92,2.8,GRP,Switzerland,527
4205,360000,EUR,210000,Motor Yacht,Apreamare power boats,"Used boat,Diesel",2008,13.21,4.7,GRP,Croatia,60
4206,360000,EUR,210000,Motor Yacht,Sealine power boats,Used boat,2011,15.41,4.61,GRP,Croatia,50
4207,359000,EUR,210000,Flybridge,Sessa power boats,"Used boat,Diesel",2018,11.76,3.9,GRP,Croatia,130
4208,359000,EUR,210000,Hardtop,Fairline power boats,"Used boat,Diesel",2005,18.8,4.75,GRP,Germany,224
4210,359000,EUR,210000,Flybridge,Ferretti power boats,"Used boat,Diesel",2004,16.79,4.72,GRP,Greece,45
4211,358000,EUR,210000,Hardtop,Jeanneau power boats,"Used boat,Diesel",2017,14.3,4.1,PVC,France,64
4212,386000,CHF,210000,Sport Boat,Windy power boats,"new boat from stock,Unleaded",2019,9.48,2.94,GRP,Switzerland,327
4213,325000,Â£,210000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2005,15.67,4.6,GRP,France,21
4214,325000,Â£,209900,Hardtop,Sunseeker power boats,"Used boat,Diesel",2014,12.4,3.87,GRP,Switzerland,168
4216,325000,Â£,209900,Flybridge,Princess power boats,"Used boat,Diesel",2007,15.39,4.3,GRP,United state,50
4217,355000,EUR,209000,Trawler,Linden power boats,Used boat,2007,14.5,4.4,Steel,Netherlands,42
4218,355000,EUR,209000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2009,16.06,4.3,GRP,Gibraltar,52
4219,355000,EUR,205000,Hardtop,Princess power boats,"Used boat,Diesel",2003,17.68,4.59,GRP,France,98
4220,355000,EUR,205000,Motor Yacht,Sealine power boats,"Used boat,Diesel",2009,15,4,GRP,Croatia,48
4221,355000,EUR,205000,Hardtop,Mirakul power boats,"new boat on order,Diesel",2020,12,4,GRP,Switzerland,171
4222,355000,EUR,203900,Motor Yacht,Sessa power boats,Used boat,2009,14,4,GRP,Netherlands,78
4223,382836,CHF,203431,Sport Boat,Windy power boats,"new boat from stock,Diesel",2020,9.75,2.97,GRP,Switzerland,226
4225,379500,CHF,200516,Hardtop,Galeon power boats,"Used boat,Diesel",2017,11.37,3.43,GRP,Switzerland,481
4226,350000,EUR,200000,Motor Yacht,Belliure power boats,"Used boat,Diesel",2004,13.23,4.2,GRP,Spain,57
4229,350000,EUR,200000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2005,14.93,4.42,GRP,Portugal,41
4230,350000,EUR,200000,Motor Yacht,Baia power boats,"Used boat,Diesel",2003,17,4.75,GRP,Greece,102
4233,350000,EUR,200000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,13.88,4.25,PVC,France,103
4234,350000,EUR,200000,Motor Yacht,Johnson power boats,"Used boat,Diesel",1994,19.81,5.79,GRP,Montenegro,51
4236,350000,EUR,200000,Flybridge,Ferretti power boats,Used boat,2005,17.86,5.25,GRP,Italy,61
4237,350000,EUR,200000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,13.88,4.25,PVC,France,29
4238,350000,EUR,200000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2010,14.55,4.36,PVC,France,103
4239,349900,EUR,200000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2000,20,5,GRP,Croatia,78
4240,349900,EUR,200000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2019,11.47,3.59,GRP,Germany,57
4242,349500,EUR,200000,Classic,Zijlmans power boats,new boat from stock,2007,18.3,4.9,Steel,Netherlands,80
4246,349000,EUR,199900,Trawler,Linssen power boats,"Used boat,Diesel",2001,13.72,4.3,GRP,Germany,82
4247,349000,EUR,199900,Offshore Boat,Albatro power boats,"Used boat,Diesel",2011,15.3,4,GRP,Spain,99
4248,349000,EUR,199900,Flybridge,Azimut power boats,"Used boat,Diesel",2003,17.51,4.75,GRP,Italy,195
4249,349000,EUR,199900,Motor Yacht,Princess power boats,"Used boat,Diesel",2006,18.12,4.76,GRP,Italy,317
4250,349000,EUR,199500,Trawler,Pacific power boats,Used boat,2002,15.5,4.7,Steel,Netherlands,92
4251,349000,EUR,199000,Sport Boat,Marian power boats,"new boat from stock,Electric",2019,7.9,2.5,GRP,Germany,248
4252,349000,EUR,199000,Motor Yacht,Princess power boats,"Used boat,Diesel",2005,17.67,4.65,GRP,Spain,148
4255,349000,EUR,199000,Motor Yacht,Sessa power boats,"Used boat,Diesel",2013,13.72,3.99,GRP,France,69
4256,349000,EUR,199000,Motor Yacht,Dalla Pieta power boats,Used boat,2007,18.51,4.94,GRP,Croatia,19
4259,349000,EUR,199000,Hardtop,Sessa power boats,"Used boat,Diesel",2013,13.85,3.99,PVC,France,65
4260,349000,EUR,199000,Motor Yacht,Ocean Alexander power boats,"Used boat,Diesel",2004,16.4,4.72,GRP,Germany,54
4261,349000,EUR,199000,Trawler,Integrity power boats,"Used boat,Diesel",2020,11.66,4.11,GRP,Germany,91
4264,349000,EUR,199000,Flybridge,Rodman power boats,"Used boat,Diesel",2008,16.21,4.75,GRP,Croatia,67
4267,349000,EUR,199000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2017,12.64,3.97,PVC,France,45
4268,349000,EUR,199000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2017,12.64,3.97,PVC,France,79
4269,349000,EUR,199000,Trawler,Belliure power boats,"Used boat,Diesel",2007,16.25,4.53,PVC,France,86
4270,340000,EUR,199000,Hardtop,Fiart Mare power boats,Used boat,2010,14.33,4.41,GRP,Italy,149
4272,340000,EUR,199000,Motor Yacht,Princess power boats,"Used boat,Diesel",2003,20.33,5.08,GRP,Italy,59
4278,340000,EUR,199000,Flybridge,Aicon power boats,Used boat,2007,17.4,4.8,GRP,Italy,63
4279,339990,EUR,199000,Motor Yacht,Princess power boats,"Used boat,Diesel",2005,18.2,4.6,GRP,Croatia,92
4281,339900,EUR,199000,Motor Yacht,Belliure power boats,"Used boat,Diesel",2001,14.7,4.6,GRP,Spain,62
4282,339900,EUR,199000,Flybridge,Galeon power boats,"Used boat,Diesel",2007,16.26,4.76,GRP,Croatia,64
4283,339500,EUR,199000,Trawler,Linssen power boats,Used boat,2014,12.85,4.3,Steel,Netherlands,111
4284,339000,EUR,199000,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2009,15.56,4.35,GRP,Croatia,149
4286,339000,EUR,199000,Hardtop,Bavaria power boats,"Used boat,Diesel",2014,13.22,4.41,GRP,Spain,111
4287,339000,EUR,199000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2013,12.9,3.87,GRP,Switzerland,168
4288,339000,EUR,199000,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2001,21.81,5.2,GRP,Italy,612
4289,339000,EUR,199000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2013,12.92,3.9,GRP,Spain,36
4291,339000,EUR,199000,Motor Yacht,Princess power boats,"Used boat,Diesel",2010,12.75,3.99,GRP,Croatia,81
4292,339000,EUR,199000,Hardtop,Princess power boats,"Used boat,Diesel",2010,13.86,3.98,GRP,Croatia,1461
4293,339000,EUR,199000,Hardtop,Cranchi power boats,"Used boat,Diesel",2014,13.82,4.06,GRP,France,206
4295,339000,EUR,199000,Hardtop,Pershing power boats,"Used boat,Diesel",2005,15.24,4.38,GRP,Greece,86
4296,339000,EUR,198863,Motor Yacht,Uniesse power boats,"Used boat,Diesel",2007,14.67,4.62,GRP,Greece,37
4297,338083,EUR,198500,Hardtop,Bavaria power boats,"new boat from stock,Unleaded",2019,13.29,3.99,GRP,Germany,79
4299,337900,EUR,198500,Hardtop,Jeanneau power boats,"Used boat,Diesel",2014,13.93,4.1,GRP,France,159
4300,365000,CHF,198000,"Classic,Motor Yacht",Swiss Craft power boats,"Used boat,Unleaded",1968,9.6,3.5,Wood,Switzerland,187
4301,330000,EUR,198000,Hardtop,Sunseeker power boats,"Used boat,Unleaded",1999,17.68,4.59,GRP,Spain,94
4304,330000,EUR,198000,Motor Yacht,Atlantis power boats,Used boat,2008,15.37,4.5,GRP,Croatia,26
4305,330000,EUR,198000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2017,13.41,3.99,GRP,Malta,74
4306,330000,EUR,198000,Motor Yacht,Princess power boats,"Used boat,Diesel",2009,13.72,4.19,GRP,Italy,53
4308,330000,EUR,198000,Motor Yacht,Princess power boats,"Used boat,Diesel",2010,13.56,3.99,GRP,France,109
4309,330000,EUR,198000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2012,13.83,4.41,GRP,Croatia,62
4310,330000,EUR,198000,Hardtop,BÃ©nÃ©teau power boats,Used boat,2016,13.45,3.99,PVC,France,41
4312,330000,EUR,198000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2015,13.88,4.25,GRP,Italy,79
4313,330000,EUR,198000,Motor Yacht,Uniesse power boats,"Used boat,Diesel",2004,16.4,4.5,GRP,Italy,43
4314,330000,EUR,195000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,14.33,4.3,GRP,Spain,68
4315,329150,EUR,195000,Motor Yacht,Jeanneau power boats,Used boat,2019,11.6,3.95,GRP,Finland,34
4317,329000,EUR,195000,Motor Yacht,van der Heijden power boats,Used boat,2006,14.99,4.5,Steel,Netherlands,41
4318,329000,EUR,195000,Trawler,Linssen power boats,"Used boat,Diesel",2011,13.9,4.35,Steel,Switzerland,398
4319,329000,EUR,195000,Flybridge,Rodman power boats,"Used boat,Diesel",2004,17.36,4.9,PVC,Spain,72
4320,329000,EUR,195000,Flybridge,Azimut power boats,"Used boat,Diesel",2007,15.51,4.55,GRP,Croatia,127
4321,329000,EUR,195000,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2019,12.67,3.87,PVC,France,47
4322,329000,EUR,195000,Hardtop,BÃ©nÃ©teau power boats,Used boat,2016,12.67,3.87,PVC,Netherlands,67
4323,329000,EUR,195000,Hardtop,Jeanneau power boats,"Used boat,Diesel",2018,9.86,3.62,GRP,Portugal,77
4324,329000,EUR,195000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2016,13.79,4.1,GRP,Germany,228
4325,329000,EUR,195000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2013,12.63,4.22,GRP,France,110
4326,329000,EUR,195000,Flybridge,Astondoa power boats,"Used boat,Diesel",2016,13.9,4.28,GRP,Spain,172
4327,327000,EUR,195000,Hardtop,Azimut power boats,"Used boat,Diesel",2012,14.9,4.3,PVC,France,57
4328,350000,CHF,195000,"Hardtop,Motor Yacht",BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,13.15,3.96,GRP,Switzerland,1780
4329,325000,EUR,195000,Motor Yacht,VanDutch power boats,Used boat,2013,11.98,3.5,GRP,France,67
4332,295000,Â£,195000,Motor Yacht,Princess power boats,"Used boat,Diesel",2012,13.01,3.9,GRP,United state,115
4334,2399200,DKK,195000,Motor Yacht,Greenline power boats,"new boat from stock,Diesel",2020,11.96,3.75,GRP,Denmark,76
4336,320000,EUR,195000,Motor Yacht,Fairline power boats,"Used boat,Diesel",1997,20,5.18,GRP,Croatia,60
4337,320000,EUR,195000,Motor Yacht,Princess power boats,"Used boat,Diesel",2009,14.63,4.01,GRP,Italy,70
4339,320000,EUR,195000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2011,15.3,4.33,GRP,Lebanon,47
4341,320000,EUR,195000,Flybridge,Riviera power boats,Used boat,2003,16.36,4.85,GRP,France,67
4342,320000,EUR,195000,Flybridge,Canados power boats,Used boat,1990,25.18,6.5,GRP,Italy,92
4343,320000,EUR,195000,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2014,14.82,4.47,PVC,Spain,97
4344,320000,EUR,193000,Motor Yacht,Princess power boats,"Used boat,Diesel",2002,19.93,5.08,GRP,Italy,102
4345,320000,EUR,192570,Motor Yacht,Storebro power boats,Used boat,1994,15.2,4.55,GRP,Germany,142
4346,320000,EUR,190000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2009,14.99,4.29,GRP,Germany,255
4347,320000,EUR,190000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2008,14.99,4.3,GRP,Spain,108
4348,320000,EUR,190000,Motor Yacht,Menorquin power boats,"Used boat,Diesel",2010,15.95,5,GRP,Italy,137
4349,319900,EUR,190000,Motor Yacht,Cantieri di Sarnico power boats,"Used boat,Diesel",2012,14.65,4.28,GRP,Italy,66
4350,319490,EUR,190000,Classic,Boesch power boats,"Used boat,Unleaded",1965,5.8,2.1,Wood,Germany,140
4351,345000,CHF,190000,Motor Yacht,Ocean Master (US) power boats,Used boat,2008,10.2,3,GRP,Switzerland,89
4352,345000,CHF,190000,Motor Yacht,Erman Yachting power boats,"new boat from stock,Diesel",2020,10.9,3.5,GRP,Switzerland,571
4353,319000,EUR,190000,Flybridge,Azimut power boats,"Used boat,Diesel",2001,17.51,4.75,GRP,Spain,106
4355,319000,EUR,190000,Flybridge,Ferretti power boats,"Used boat,Diesel",2007,15.65,4.6,GRP,Croatia,64
4356,319000,EUR,190000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2005,15.7,4.22,GRP,Spain,103
4357,319000,EUR,190000,Hardtop,Sealine power boats,"Display Model,Diesel",2019,11.99,3.85,GRP,Croatia,142
4358,319000,EUR,190000,Motor Yacht,van der Heijden power boats,"Used boat,Diesel",2006,15.8,4.5,Steel,Netherlands,69
4359,319000,EUR,190000,Flybridge,Elegance power boats,"Used boat,Diesel",2004,16.5,4.8,GRP,Croatia,48
4360,315000,EUR,190000,Flybridge,Ferretti power boats,"Used boat,Diesel",2008,14.35,4.35,GRP,Croatia,94
4361,315000,EUR,190000,Motor Yacht,Conam power boats,"Used boat,Diesel",2008,18.45,4.3,GRP,Germany,105
4363,315000,EUR,190000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2006,14.78,3.99,GRP,United state,56
4366,315000,EUR,190000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2017,11.43,3.84,PVC,Czech,37
4367,315000,EUR,189900,Motor Yacht,Jetten power boats,Used boat,2012,13.5,4.5,Steel,Netherlands,149
4369,315000,EUR,189900,Motor Yacht,Fiart Mare power boats,"Used boat,Diesel",2008,15.45,4.39,PVC,France,95
4372,314000,EUR,189000,Hardtop,Fiart Mare power boats,"Used boat,Diesel",2008,15.45,4.39,PVC,France,103
4373,285000,Â£,189000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,17.07,4.72,GRP,United state,35
4374,311302,EUR,189000,Motor Yacht,Sealine power boats,"new boat from stock,Diesel",2021,10.31,3.5,GRP,Switzerland,220
4379,310000,EUR,189000,Center console boat,Rizzardi power boats,"Used boat,Diesel",2007,14.8,4.4,GRP,Italy,25
4380,310000,EUR,189000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,11.92,4,GRP,Malta,74
4381,310000,EUR,189000,Flybridge,Aicon power boats,"Used boat,Diesel",2007,17.4,4.8,GRP,Croatia,101
4385,310000,EUR,189000,Motor Yacht,Tuccoli power boats,"Used boat,Diesel",2017,11.2,3.7,GRP,Italy,59
4386,310000,EUR,189000,Hardtop,Di Donna power boats,"Used boat,Diesel",2012,13.35,4.14,GRP,Italy,66
4387,310000,EUR,189000,Motor Yacht,Apreamare power boats,Used boat,2007,13.21,4.7,GRP,Italy,52
4388,310000,EUR,189000,Motor Yacht,Uniesse power boats,Used boat,2005,16.2,4.5,GRP,Malta,108
4389,310000,EUR,189000,Motor Yacht,Uniesse power boats,"Used boat,Diesel",2004,16.2,4.6,GRP,Italy,103
4390,310000,EUR,189000,"Center console boat,Classic",Sessa power boats,"Used boat,Diesel",2008,16,4.5,GRP,Italy,272
4391,304000,EUR,189000,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,11.5,3.85,PVC,France,59
